,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
36420,5jIJ5hi6HUVI1erMBY6Puf,Canção De Amor,21,224507,0,['Elizeth Cardoso'],['0YGO4mXO3cnznUUbhbOyUl'],1962-06-01,0.254,0.352,5,-9.275,0,0.0307,0.703,2.58e-05,0.144,0.202,78.052,4
336191,1vijccU9hgKdTL8BC3MWJc,รักคือฝันไป,36,229880,0,['สาว สาว สาว'],['0DodixwpP13u73beI55Vb4'],2016-03-11,0.554,0.599,3,-11.182,1,0.0505,0.436,0.0013,0.0731,0.748,157.55,4
514563,6XPsryFXo70v5Pbh1afR6p,Bholi Surat Dil Ke Khote,18,233707,0,"['Lata Mangeshkar', 'C. Ramchandra']","['61JrslREXq98hurYL2hYoc', '4tuzg2QDbDF6ytPrszs4q1']",1951-01-01,0.495,0.451,3,-12.432,1,0.0436,0.744,7.18e-06,0.114,0.943,113.148,4
331850,2r4VC9WnXbdcPFiqJQPo6L,O Beijo Do Adeus,37,159333,0,['João Mineiro & Marciano'],['7DyHP5H86MOuoReXuEzHYd'],1999-01-01,0.592,0.575,6,-5.604,1,0.0275,0.86,0.0,0.137,0.743,95.546,3
99516,5rhXDo7Dx3hNk9DeDle2N2,We Made It,16,258773,0,['The Manhattans'],['1DpIDwg8FGD50N9Tfunfsf'],1973,0.647,0.459,6,-12.612,1,0.0657,0.267,0.0,0.0709,0.481,125.904,4
205021,0wgLppnl74M8HNuvPYskSr,No Volvernos A Ver,27,177200,0,['Los Bukis'],['16kOCiqZ1auY4sokSeZuKf'],1979-01-01,0.528,0.499,2,-13.928,1,0.0636,0.079,2.43e-05,0.101,0.698,78.124,4
408668,2DizRCzsFfVbOeKz23Qkel,你不該輕視我,8,225013,0,['Jody Chiang'],['3jPL2UtbCi2DuvuK2dolR6'],1983-08-01,0.606,0.364,0,-10.138,0,0.0275,0.691,0.00136,0.177,0.518,92.32,4
302804,01YROQCnF1AQm7SCWJmD2o,This Is Halloween,56,196560,0,['The Citizens of Halloween'],['164hs3x1Tsp3FgJWNHee1r'],2006-01-01,0.569,0.508,7,-12.823,1,0.0502,0.768,0.0,0.145,0.647,167.624,4
108647,27BWtVnPqwhINx1bjyCYp1,On Eagles Wings,48,216707,0,['John Michael Talbot'],['00zOnfp2XbezHQUNAYH7ON'],1997,0.244,0.238,2,-13.423,1,0.0317,0.713,0.00138,0.149,0.249,136.799,4
287738,6x2OygoB1ezpBSOAu7qHvL,Et même... - Première version,15,119893,0,['Françoise Hardy'],['7x3f7c0fBanNlQwpx1255g'],1964-06-30,0.214,0.485,4,-7.575,1,0.036,0.689,0.000188,0.0846,0.617,65.52,4
497909,35GhzuMTHEbezLsLzuI7CT,Kapitel 23: Cinderella,33,93973,0,['Disney - Cinderella'],['3nQZ9aixzOxaCkd5bshAB8'],1997-01-01,0.714,0.515,8,-12.42,1,0.797,0.963,0.0,0.553,0.725,104.145,4
237273,2SCiRvirqS9Daw2QpY46D5,Mi Complemento,37,195613,0,['Los Huracanes del Norte'],['2wmwGWrqRizLaSEYrm5dzZ'],2009-01-01,0.549,0.578,3,-7.578,1,0.048,0.0352,0.0,0.062,0.65,157.307,3
21252,32uWcIj1eXfFmjhtMHgUKt,Gaye Jab Se Gopal,0,197406,0,['Sushila Rani'],['693xtWyUQkt1V14gaTu7bh'],1947-12-31,0.643,0.167,11,-10.13,1,0.0994,0.991,0.0138,0.52,0.538,81.196,4
335992,7pnrIC8NRBGgpXQq6rgCAM,พูดไม่ค่อยถูก,32,286427,0,['Ab Normal'],['61GpNXCcaeUQ72RbwD0S57'],2015-11-12,0.671,0.63,6,-7.406,1,0.0348,0.553,0.0,0.0906,0.447,129.978,4
260401,7eVEAw0FnYJzghayhn2FOC,Álom,22,185133,0,['EDDA Művek'],['6lFk6H7fBqZF1rwtG4TBCj'],1990-08-01,0.7,0.519,10,-14.653,0,0.109,0.127,0.0,0.063,0.636,118.455,4
414789,09zk4jxcgwxJJH21Fi953y,Hogi Hogi La La Jo,28,185253,0,['Sunset Rollercoaster'],['7BqRcZsHYYQeqMAOp7e532'],2011-09-22,0.46,0.713,2,-7.836,1,0.0322,0.0403,0.896,0.207,0.882,114.499,4
568387,5tDe92iyTG7GiK3tS75hp4,"Aaa, Kotki Dwa",38,200957,0,['Rosnutki'],['37sPZGB5FNoMmdGGT7ZCaV'],2011-10-03,0.614,0.125,0,-16.123,0,0.032,0.896,6.18e-05,0.0634,0.18,94.878,4
307592,4yHQpgmO05tFPYF8R87Gdi,Eventyr for Begyndere,28,263000,0,['TV-2'],['6jvJrJNRIBqin5CYaT2cup'],1986-01-07,0.736,0.466,2,-17.926,0,0.0335,0.527,0.000729,0.0705,0.745,139.228,4
399833,4N6ofOnUS1w7XObOthDELW,Guarda Come Flexo 2,50,178667,1,['MamboLosco'],['4BFn4jmfqSNaHtPWHTcy41'],2019-09-11,0.849,0.529,1,-8.71,1,0.0681,0.0728,7.74e-05,0.0628,0.442,140.044,4
71583,1rAzW6aco1ZtxLRx4XOagB,Only God Knows Why,63,327667,1,['Kid Rock'],['7dOBabd5O4CvKrg4iriHTM'],1998-08-05,0.628,0.749,4,-5.18,1,0.03,0.0569,0.00204,0.134,0.31,129.2,4
151286,4sDoGJtSz4o7MgSTgtTJnl,Sieh nur die Sterne,41,184893,0,['Rolf Zuckowski'],['2qn4hIXsvRUyFoboMi31XB'],1994-02-28,0.199,0.115,0,-20.678,1,0.0378,0.984,0.000174,0.123,0.545,69.241,4
428754,05OueBbfKZP8oImCdVk1gd,Bésame Mucho,12,168667,0,['Trini Lopez'],['5FlTKgucbhHvlJVf0pnvOv'],1964-06-17,0.654,0.488,4,-13.602,0,0.0293,0.719,0.0,0.192,0.869,108.518,4
187212,7a8GawTVgHZvBLQOh46he7,I Wanna Be Yours,58,183956,0,['Arctic Monkeys'],['7Ln80lUS6He07XvHI8qqHH'],2013-01-01,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4
350584,06nLLMVAFVaYKJmFAAy3ko,Año Nuevo,38,266533,0,['Vetusta Morla'],['6J6yx1t3nwIDyPXk5xa7O8'],2008-04-21,0.365,0.44,0,-6.052,1,0.0293,0.798,0.00262,0.102,0.155,166.032,4
105585,0TPz69Knk69ZE8yhil89CB,Part 1 - Opening,37,139240,0,['Kenny Wheeler'],['2GIms8u3bruipn5MOR5wcs'],1990-10-01,0.178,0.0421,1,-17.529,1,0.0351,0.993,0.725,0.0917,0.114,49.303,4
528144,3Jea97Ww0h68c3zEOM7udp,Unakkena Naan,32,236434,0,"['Ramya', 'Vijay Antony']","['7gVwxXFMkSYwYGNHIt77qU', '6CtYzQvENTdGq5LPPsePdV']",2007-12-07,0.62,0.662,0,-2.159,0,0.0317,0.853,0.00014,0.17,0.215,143.89,4
503129,2NRW2CnKoh9VE3V2SRSFgN,Sei’ Kind,9,165773,0,['Europa Charly'],['1ZjrkIHg0JbeYZILAucS3O'],1990-06-01,0.348,0.138,0,-16.839,1,0.0468,0.962,0.000608,0.13,0.281,83.078,3
527231,7qwlnOQ5tIZ9NHVuTjxdMA,Gurthukostunnayi,26,283430,0,['KK'],['4fEkbug6kZzzJ8eYX6Kbbp'],2004-07-26,0.66,0.432,0,-7.901,1,0.0303,0.717,7.41e-05,0.114,0.341,139.858,4
427210,4HZg5K3kyDlJoscAL5888V,Quiero Que Vuelvas,58,156893,0,['Alejandro Fernández'],['6sq1yF0OZEWA4xoXVKW1L9'],2016-09-23,0.811,0.478,9,-6.976,0,0.0484,0.11,0.0,0.305,0.758,120.082,4
216359,3DfUFO7tD5no7pfefXcnLP,Angelica,40,224560,0,['Los Chalchaleros'],['0t8lKcdJV0dEicuocOteOw'],1997-02-11,0.558,0.344,6,-9.311,1,0.118,0.952,4.32e-06,0.101,0.27,149.918,3
540274,6raA0RnKOXpknj6c8cTaBX,Ikot-Ikot,46,232507,0,['Sarah Geronimo'],['6aiCKnIN68hohzU3ZzNq48'],2013-07-22,0.689,0.589,8,-6.525,1,0.0345,0.414,1.59e-05,0.137,0.37,143.928,4
364417,04UfII2w4nrqX34USAzkGw,Shabzadeh,30,296840,0,['Ebi'],['3pI1XXzzKOYdYCLWurc2Ky'],1988-03-05,0.548,0.451,2,-12.187,0,0.0423,0.368,2.95e-06,0.149,0.376,102.621,4
406839,1Ho663XVrypwdvpJGnr15v,A Commemoration Symphony to Stephen Foster: I. Quasi adagio - Arr. and Orch. by Robert Russell Bennett,1,332467,0,"['Stephen Foster', 'Pittsburgh Symphony Orchestra', 'William Steinberg']","['0ZC98hE2PleBKS61my6gly', '7oOCHAPJjD7IARb5hrzvw9', '3oLKocKU2vgprWeskj53Fo']",1960-01-01,0.405,0.186,7,-16.983,1,0.0371,0.939,0.598,0.124,0.443,127.995,4
197286,59qPfUOkd0sboUlhQfR5Rd,Tout,46,256227,0,['Lara Fabian'],['7ocwZINHqO9DZJgFtc1B20'],1997-06-03,0.598,0.567,1,-5.566,1,0.0273,0.661,8.93e-05,0.145,0.147,123.888,4
34857,57DULGDkFPvwhHMcVyLCm8,Laura,28,237293,0,['Percy Faith & His Orchestra'],['24DQLSng7bKZD4GXLIaQbv'],1961,0.148,0.304,8,-16.175,1,0.0345,0.843,0.827,0.0959,0.0465,100.583,4
461351,7zVjhnfcf8wXzBNcr4NRCG,Gabriel,42,213707,0,['Najoua Belyzel'],['5nvnhUyjKCVSjNtlLMnREP'],2006,0.69,0.863,5,-3.669,0,0.0261,0.00213,1.26e-06,0.0726,0.663,120.02,4
422664,4ManuRkCEamUC65WqIPvRl,"Nunca Lo Sabré, Nunca Lo Sabrás",22,174733,0,['Juan Gabriel'],['2MRBDr0crHWE5JwPceFncq'],1980,0.618,0.363,4,-15.594,1,0.026,0.676,0.0103,0.0876,0.454,106.77,3
160631,1bCAOFWgfFMBlI1jik5iNV,Speak Low,7,237893,0,['Ray Conniff'],['7LfRnzGM0wRSyS5mmAwJbv'],1956,0.248,0.422,7,-11.221,0,0.0359,0.872,0.901,0.102,0.469,127.301,4
332080,05jPeUtRcFcSDYHNwDo2bH,Vida Vazia,43,230333,0,['Bruno & Marrone'],['5JXhkyafynxCvxtov7C1PV'],2000-06-21,0.701,0.274,7,-10.41,1,0.0415,0.856,2.13e-05,0.0994,0.448,108.989,4
508395,0qgDjSvrOQXSaTjZs7tDxp,Egynek Jó,18,306600,0,['Jazz+az'],['06ZvVqXSFOuRCBE1j2aaRu'],2008,0.768,0.376,7,-10.971,1,0.0631,0.374,0.000231,0.376,0.519,75.995,4
206691,2dhkCSMLu9fprktLjsdswx,Quiero Vivir Tal Vez Sin Amor,21,186320,0,['Arena Hash'],['4AGALQQLo0S46FUlhJ25V0'],1990,0.829,0.639,7,-12.469,1,0.0502,0.0476,0.000159,0.0823,0.671,105.074,4
373616,1u7a6rekER0SqXZi1gMkUv,Olay - Erdem Kınay Versiyon,45,227175,0,['Ayse Hatun Onal'],['25yeRs08qswXKKtq0HYTMS'],2017-02-17,0.748,0.814,6,-5.828,1,0.0412,0.0255,0.00775,0.137,0.687,123.999,4
394393,53xorT8BYEjezMzxXtw2rD,Festa Mesta,28,254347,0,['Marlene Kuntz'],['1koU3PYin1x0g79oU9VB4A'],1994-01-01,0.194,0.924,2,-5.232,1,0.062,8.4e-05,0.000978,0.268,0.195,163.37,4
147413,0XYIiBfxfN0TlFGPUNsYZT,Dich zu lieben,36,221747,0,['Roland Kaiser'],['1uphmI1bErhHslREq9QusL'],1984-01-19,0.663,0.479,10,-13.679,1,0.0343,0.653,0.000369,0.147,0.582,116.647,4
289799,1XW1kVUelB2sYneEVq53rf,In segno d'amicizia,31,233160,0,['Eros Ramazzotti'],['61J0BktHv7PuP3tjTPYXSX'],1988-06-27,0.763,0.395,10,-13.81,0,0.0477,0.284,0.0,0.0846,0.57,135.225,4
368390,5Ip2uHhTrqAsn4qUPCvrOg,Gitme,20,213133,0,['Azer Bülbül'],['2E7qpjo4NUBhV8tEUdPVkJ'],1999-04-21,0.575,0.545,2,-8.579,0,0.0729,0.66,8.15e-06,0.206,0.357,93.856,4
17009,09FwGofzt5Rnn1TsMpwMuV,Ide Anandanu,0,159360,0,['Santha Kumari'],['1zYyHRzkAdIhneXxCthLl9'],1943-12-31,0.419,0.332,1,-12.766,0,0.0687,0.994,0.574,0.112,0.87,72.931,5
182145,4ZSZgfusOcVSxQ1oDEQiuO,Losing You,20,241693,0,"[""Sharon O'Neill""]",['6cCh0n2KZPDTlnpQVoBBNL'],1983,0.592,0.648,1,-10.372,0,0.0327,0.0447,2.87e-06,0.0664,0.654,113.026,4
545694,1JrX9W7pt3g99cbpFS2LbL,All I Need,23,168848,0,['Daniel Levi'],['0cA0C4yBNRaN2EZsE2wT3Y'],2016-12-15,0.639,0.56,4,-7.109,0,0.0261,0.544,2.03e-06,0.17,0.326,110.065,4
183283,5Hb0p1Ti6nkeA3SSKfbvM2,Halloween Parade,37,213333,0,['Lou Reed'],['42TFhl7WlMRXiNqzSrnzPL'],1989-01-10,0.396,0.321,0,-18.763,1,0.0507,0.438,0.0636,0.352,0.711,168.253,4
430954,1rUZuEVixKKDnJ71BJkqNh,Novo Aeon,23,152693,0,['Raul Seixas'],['7jrRQZg4FZq6dwpi3baKcu'],1985-01-01,0.369,0.7,2,-9.476,1,0.338,0.35,0.0,0.219,0.898,186.105,4
189926,4I7TVv8vzcDhmuxIzVGE7q,"Carmen (1997 - Remaster), Act III: Ecoute, écoute, compagnon, écoute",19,241293,0,"['Georges Bizet', 'Maria Callas', 'Georges Prêtre', ""Orchestre du Théâtre National de l'Opéra Paris"", ""Orchestre de l'Opéra National de Paris"", 'Paris Opera Orchestra']","['2D7RkvtKKb6E5UmbjQM1Jd', '0bjdfjE8XbLa2Odstu6E1E', '5lfbI21DXOiKTCT3Gb802r', '6A2Cwaoe4zRqUda8qPyqOh', '1hro5WQTcOb7fRCEUQEZtK', '3IBSdicCqV2ZZNgoOh5vR9']",1964,0.288,0.0972,5,-23.924,0,0.0424,0.959,0.305,0.179,0.177,111.086,4
508853,4v858O5nWx02qz497mb6IC,A Mennyország Kapujában,34,218520,0,['Intim Torna Illegál'],['5Eu0ZKYxPuLFCIEmtxzOGV'],2012-10-31,0.73,0.751,9,-6.725,0,0.0312,0.315,0.0,0.158,0.755,105.013,4
205634,7b2obM9SJEMJWdln31PVCB,Capitani coraggiosi,29,255125,0,['Ernesto Bassignano'],['2WsRV5Dd8s0qIJVbwHbvRE'],1983,0.46,0.593,9,-9.401,1,0.032,0.65,0.000881,0.0785,0.293,144.412,4
521394,5iUtEinY5ki0LzFNGmU3Kp,Shyam Rang Ranga Re,11,340400,0,['K. J. Yesudas'],['2wPsNCwhEGb0KvChZ5DD52'],1980-08-08,0.387,0.254,1,-17.177,1,0.0676,0.989,0.911,0.124,0.63,198.475,3
579172,6D5Ka4ZNh6eU4FNiH87zSp,Ge inte upp,23,260253,0,['Ratata'],['34f1vsenBzqbNp4YoXEHqA'],1985-01-01,0.484,0.599,0,-8.374,1,0.0267,0.00849,0.0379,0.35,0.198,80.959,4
39904,59N2Znw8OroMFpPM0GNx5B,Tu Con Él,44,275560,0,['Los Iracundos'],['0xpMy6DeMBWX8zTURxB4h5'],1966,0.497,0.423,7,-8.454,1,0.0288,0.148,0.0,0.179,0.328,91.142,4
163776,49e99T1JK0tQZqba3lhWp0,Mary Jane,19,191507,0,['Hurriganes'],['02m8uwllqzlUrarvxcWO9c'],1975,0.476,0.675,2,-5.863,1,0.0337,0.0307,0.132,0.0969,0.908,162.963,4
542730,0y2OkSWgHXO2rhU7vdwfDh,Ceribu Laiks,12,265347,0,['Fēlikss Ķiģelis'],['4Bf0rDa2mfNTGxwNwQ5DEW'],2009-09-01,0.541,0.767,9,-5.498,0,0.0326,0.00614,5.87e-05,0.349,0.382,80.021,4
431164,6GbAyLtRpJnivDtGfZ0Gb1,Segredos,20,246282,0,['Gilliard'],['6JId7qd5ni4xUDsDR1llo1'],1986-01-01,0.369,0.656,1,-8.196,0,0.13,0.541,0.0,0.213,0.38,185.015,4
245809,51g6KcCmLF8Hv94fooared,Nieko Verta,35,246175,0,"['Donny Montell', 'Sel']","['3McTKJDgAb7YHbPYOp9LQL', '3x5BNVdaDxbzqEQOxPoQ5F']",2017-12-21,0.701,0.942,8,-3.674,1,0.052,0.107,1.77e-06,0.119,0.182,99.958,4
293572,1st6XOBDspCUiJnQwRr7Je,Ki Emeina Edo,38,255013,0,['Babis Stokas'],['77irFxLoxDu0DkBWf8mK0i'],2010-03-10,0.632,0.563,7,-6.963,1,0.0495,0.00931,9.15e-06,0.134,0.128,66.474,4
538484,26KA8nWfmydMuruVY8xKIr,Ya Gabal Elly Baeed Beado El Habayeb,22,248372,0,['Fairuz'],['0dwFxqYkvZLSA6U6XfQcDV'],1988-01-01,0.36,0.239,7,-12.541,0,0.0435,0.848,4.97e-06,0.342,0.354,89.535,4
54927,4Po0qiX1N2lAKHEE3TFsMy,Te Diré,45,174160,0,['Miguel Bosé'],['7mWCSSOYqm4E9mB7V4ot6S'],1981-03-01,0.6,0.554,0,-14.122,1,0.0257,0.589,0.000116,0.0819,0.606,91.599,4
222557,3jDJ775CSXgmVqA2AdLajv,004 - und die schwarze Katze - Teil 31,38,65880,0,['Die drei ???'],['3meJIgRw7YleJrmbpbJK6S'],1979-01-04,0.706,0.593,0,-8.599,1,0.419,0.377,0.0,0.55,0.783,119.46,5
571152,57GTwCD55p8OukZs9g0jCW,This Time,16,161133,0,['Matt Monro'],['06kr5yNAM2rOf4DXemM8fl'],1974,0.249,0.106,3,-14.71,1,0.032,0.835,1.02e-05,0.108,0.171,89.265,4
72215,1ix7ZmDu6LAOjriSvMAVlr,Mary-Go-Round,51,261133,1,['South Park Mexican'],['4kKaAWGdu6WW0W415RWaQA'],1998-03-03,0.772,0.655,4,-5.19,0,0.206,0.215,0.0,0.186,0.298,163.834,4
216378,6IRa7XI4dDah1Ufsjb4Oxc,Nice Nice Yıllara,43,310622,0,['Selda Bağcan'],['2NGRETzxjeN4b9o3OGY6Yn'],1997,0.529,0.286,7,-10.811,1,0.0266,0.644,9.93e-06,0.169,0.456,97.993,5
43911,1uPH6mPMlbB4SqrHmRqnlE,Rat Salad,43,149742,0,['Black Sabbath'],['5M52tdBnJaKSvOpJGz8mfZ'],1970-09-18,0.529,0.6,11,-14.343,0,0.121,0.0146,0.892,0.242,0.466,130.005,3
285293,6ntcOPr6zXHxh3sBNtu7c2,"Olha Só, Moreno",50,193160,0,['Mallu Magalhães'],['1m00QT2CkW6rHi4dly8rVN'],2011-10-24,0.514,0.222,7,-11.641,1,0.0446,0.324,0.0,0.143,0.593,108.129,4
298419,3AxeQ3sbQtOHu7WzIysAai,New Life - 2006 Remaster,41,225760,0,['Depeche Mode'],['762310PdDnwsDxAQxzQkfX'],1981-11-02,0.665,0.878,7,-7.94,1,0.0435,0.132,0.397,0.0827,0.712,158.127,4
42801,2BHA4gy0Of1rFtRblQVcik,Main Theme,45,326440,0,['Pink Floyd'],['0k17h0D3J5VfsdmQ1iZtE9'],1969-07-27,0.429,0.456,0,-13.738,0,0.0438,0.863,0.906,0.155,0.134,135.618,4
296567,0PIAiuCu1j9q7qubNQgwwu,Stranger In Paradise,25,183267,0,['Ray Conniff'],['7LfRnzGM0wRSyS5mmAwJbv'],1960,0.647,0.42,5,-11.515,1,0.0305,0.568,0.621,0.248,0.931,119.826,4
30721,1BKp2En4K35hf0KQ8oPAlZ,Budo,34,155746,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1957,0.5,0.286,8,-15.187,1,0.0743,0.852,0.00278,0.216,0.771,119.679,4
410652,1BMlSmr9L2pkw8REmSM7Nt,深山林內有獅,8,299693,0,['林強'],['2KdnPDVFj8F2uhqgeMHXea'],1991-01-17,0.761,0.42,2,-14.229,1,0.0464,0.331,5.28e-05,0.34,0.785,113.986,4
383851,67Azt1NuvCFbvJX5vsrRHl,Розы,15,182528,0,['Bravo'],['00pgSmUVlL9A4coAnjPayQ'],1987-01-01,0.635,0.68,4,-9.704,1,0.0562,0.146,2.73e-06,0.39,0.961,160.27,4
420640,4OKBY7RaZaEzoHo23s3mb5,LSD,42,153616,1,['Azteca'],['5ysOQVQHHU9GJZBKmZMRHv'],2021-03-26,0.761,0.795,7,-5.739,0,0.0782,0.0144,2.85e-06,0.0733,0.683,140.002,4
351360,3MRT34XaJ4TMra7zceTSRJ,No Voy a Llorar - Radio Edit,47,209284,0,"['Rodriguez', 'Ander & Rossi']","['6dVjlzqj00X6VrZFQ2sMpm', '0eijjeT8lIc14E862vjaNz']",2013,0.863,0.976,7,-4.266,1,0.172,0.0233,0.0,0.2,0.814,127.999,4
48475,7FwBXuLzWyUAK93VqZ5rtf,"Wie Ein Baum, Den Man Fällt",33,190973,0,['Reinhard Mey'],['119CgQj02xyMpOobWjdb3C'],1974-01-01,0.547,0.291,11,-17.535,1,0.0544,0.96,0.0026,0.691,0.298,124.44,4
306021,2XbdbfJBNib2ABgrnLqk3e,Lillasysterns undulat är död,16,86507,0,['Cornelis Vreeswijk'],['5B38ZGYpd0msq1LKOyz2r9'],1964,0.627,0.138,4,-17.553,1,0.0891,0.947,0.0,0.111,0.537,129.59,3
93647,0U9axeaPpEKDK6IYeoakZ3,"Apollo - 132 Bpm, 32 Count Pro Edition",19,196904,0,['Gym Workout DJ Team'],['03Kgvh6NwIZHA8M3MKRTyg'],2020-01-01,0.529,0.898,6,-5.124,0,0.149,0.0054,0.749,0.382,0.192,131.906,4
579054,52QUE5Mqytn1tzcrC4UsHv,"Tintin i Kongo, del 20",21,147773,0,"['Tintin', 'Tomas Bolme', 'Bert-Åke Varg']","['6aMD1KAa5i3Myy61cR8FiW', '7HjbJ8V87zrxkSzL1KieQk', '71ADe4Zg9UyE8WQEHbJSXM']",1984-07-17,0.666,0.385,6,-16.734,0,0.952,0.834,0.0,0.412,0.219,136.354,5
111363,5bPG78cBTCAQefF12VGm3N,Agter Elke Man,34,212600,0,['Steve Hofmeyr'],['3XYaWzAVTUeNetMigezvS5'],2006-01-01,0.566,0.531,2,-8.881,1,0.0333,0.487,2.01e-05,0.108,0.225,78.99,4
6328,2ma7knM1nPQSfAahlRzrXv,For the Love of It,0,233773,0,['Cellular Project'],['6OOyYaxY66YrMwusS1PIr6'],1930,0.611,0.829,6,-6.427,0,0.0307,0.361,0.954,0.375,0.949,120.541,4
4613,4h2GI2wraboqiFafyzPfVD,Chapter 4.13 - Zamek kaniowski,0,119700,0,['Seweryn Goszczyński'],['03gYscZozwBaJfbJApAR3Z'],1928,0.727,0.307,10,-19.252,0,0.95,0.808,0.0,0.166,0.805,73.527,3
109312,307KPUfJ7GREExZZlzTRUc,Raghupati Raghav,42,126760,0,"['Alka Yagnik', 'Shankar Mahadevan']","['3gBKY0y3dFFVRqicLnVZYz', '1SJOL9HJ08YOn92lFcYf8a']",1998-08-13,0.623,0.734,0,-12.254,0,0.0496,0.571,5.39e-06,0.213,0.874,107.187,4
576176,1FkpgWmB8e2C23CrF2N7AE,Något tycks vara fel,0,168718,0,['Povel Ramel och Alice Babs'],['5h1mhF9bJC0AWkDfsDjOSD'],1953,0.582,0.0999,10,-15.083,1,0.104,0.962,2.11e-06,0.113,0.374,111.732,3
87184,0HcaMLcQRrtf8jaH7c6jPT,I Want To Party - Edit,14,211154,0,['Toneshifterz'],['4LBa6kTLaQHiONCfTfTaXV'],2014-12-12,0.566,0.942,9,-5.242,0,0.0566,0.015,0.221,0.246,0.336,149.911,4
153053,1dRo2WfNbGbJe09xbmchfP,Les Doy Vivir,28,107781,0,['El Chombo'],['6iSZjc4kOoKZKiBXK5HbwD'],1998-08-07,0.921,0.855,2,-4.306,1,0.0648,0.0278,1.72e-06,0.0586,0.755,106.976,4
328282,7tYAZcGZkQKEJkE1pNjSx1,บอกมาคำเดียว,31,235520,0,['Micro'],['0QAE7vtf7znl9nN6822bM5'],1988,0.448,0.722,9,-4.177,1,0.0317,0.372,0.0,0.127,0.204,114.962,4
374627,1DpVhmrVGIz6y9hh9Gs3qK,Bildiğim Gibi,55,174316,0,"['Deeperise', 'Nilipek.']","['0ZRQKFaYGEtbLc8NbyICoe', '1tgfi3YYoeXKehnjKaMsOo']",2020-03-13,0.712,0.474,2,-11.702,1,0.0357,0.357,0.0701,0.358,0.266,94.997,4
511464,0dnlnKUNXB49qWHzZlu80P,Main Prem Baag Ki Panchhi,0,194920,0,['Khursheed Bano'],['7kVBJQZOUomjWvH1ZnkW9f'],1939-01-01,0.594,0.062,10,-18.326,1,0.154,0.992,0.799,0.0925,0.63,68.421,4
355117,0wRfSwFvDVRdX6rFt8kRQf,"Тече, всичко тече (Из филма Васко да Гама от село Рупча)",2,105066,0,['Асен Кисимов'],['5yESsHyXcih56T3KrI3NBt'],1987-08-12,0.423,0.465,5,-6.837,1,0.0318,0.555,3.37e-06,0.129,0.513,108.934,4
533602,18v31X1dK91vwpJKFgys2S,"Bílá, Bílá",8,115227,0,['Hoboes'],['455E296YjCftSHsyWWVZsJ'],1990-01-01,0.719,0.228,0,-18.774,1,0.0486,0.822,0.0,0.0897,0.897,115.223,4
203370,3iOqzya8X31t3XTYsyp3k5,Il Mondo,17,114681,0,['The Polpettas'],['04n7cKfRFu1eBoDbmRXdk6'],1965,0.52,0.728,2,-6.622,1,0.0727,0.0111,0.0,0.132,0.304,104.838,4
427330,2IqNbflEkshezwf3F814H8,Lo Que Te Amo,58,212720,0,['Crecer German'],['6JBGaRYIWS7fzKP0qGgZve'],2017-01-20,0.792,0.359,7,-5.328,1,0.0292,0.603,0.0,0.105,0.752,91.018,4
511485,1HJzphsbLnVuThZMmzFc07,Kesar Bhini Tari Odhani,0,181651,0,['Mulchand'],['6LkJ1oDerRhCh79a0K4B43'],1939-01-09,0.746,0.0843,11,-10.317,1,0.54,0.995,0.131,0.123,0.909,72.391,3
548378,3zI88SrduzhpImZaPIOkDA,トゥナイト,13,188520,0,['Shanels'],['11B3d9x2J59NnHRsyoo4xA'],1981,0.411,0.933,10,-5.681,1,0.267,0.21,0.0,0.381,0.575,156.042,4
538999,1qgAY590emypz9iSim8smm,Up Against The Wind,30,208960,0,['Christopher Young'],['1FMXF1g4Fz2MWDTogFj9EC'],1996-01-01,0.407,0.118,2,-17.278,0,0.0332,0.931,7.61e-06,0.118,0.118,87.743,4
423082,36AZfm9TMpqDe0a97eQHZ5,Acaríciame,57,258573,0,['Maria Conchita Alonso'],['6LgCpm1Br63qTr0l9WagKQ'],1986-01-01,0.659,0.307,4,-16.994,1,0.0331,0.306,1.22e-06,0.162,0.462,137.998,4
374347,4QaU6oaWeCK2Pfrt4FwtAy,Reunion after a Couple of Years,0,214798,0,['Jazz Band Soft Rec 2019'],['27k6vxwRjNMkLTTBodAxJS'],2020-12-22,0.692,0.215,1,-18.027,0,0.0417,0.953,0.5,0.0894,0.838,92.502,5
219436,528f22k4CVyO2SMh7UEZMV,"Piano Concerto No. 1 in E-Flat Major, S. 124: IV. Allegro marziale animato",1,246133,0,"['Franz Liszt', 'Arthur Rubinstein', 'Alfred Wallenstein', 'RCA Victor Symphony Orchestra']","['1385hLNbrnbCJGokfH2ac2', '5N1GUHhFMRFFgMTjSOJDb9', '3mNpTUpYRVvaWaHVpFgSnU', '1JDbACEgV5erBN0YAOkrg4']",1953,0.372,0.277,3,-15.712,1,0.0338,0.967,0.591,0.143,0.344,75.792,4
466181,4nKPgKXfFiPW7cNex5oDtt,Secret Lovers,49,330667,0,['Atlantic Starr'],['2YdVmtVBpIrv0N6WiBzSqm'],1986,0.339,0.379,0,-15.08,1,0.0528,0.653,3.56e-06,0.219,0.429,74.142,4
